0.3,L23,L,,0.3,L,5.333333333333371,41.81333333333339,218,46,7.2000000000000455,163.1762962962963,334,44,-16.200000000000045,53.4755555555555,270,36,18.133333333333326,88.6518518518518,606,34,-10.266666666666652,117.0014814814815,302
1.1,L27,L,,1.1,L,25.93333333333328,27.68592592592597,362,32,-1.2000000000000455,-67.69777777777773,218,34,11.06666666666672,22.281481481481478,546,26,-11.93333333333328,3.0340740740741694,434,34,18.799999999999955,13.179259259259197,678
1.3,L11,L,,1.3,L,10.266666666666652,7.300740740740821,434,34,-12.200000000000045,68.6459259259259,376,38,49.06666666666672,12.7051851851852,250,38,-3.3999999999999773,36.59851851851852,458,40,55.60000000000002,36.97777777777776,194
10.2,L04,L,,10.2,L,35.93333333333328,34.32296296296306,316,36,-17.466666666666697,7.205925925925953,210,34,26.533333333333303,44.9422222222222,262,34,-13.666666666666629,52.71703703703702,238,34,11.799999999999955,123.54370370370361,244
11.0,L40,L,,11.0,L,9.399999999999977,27.02222222222224,308,36,-33.5333333333333,50.44148148148156,212,42,-3.9333333333332803,70.44740740740735,302,40,80.66666666666663,74.90370370370374,424,48,9.533333333333303,39.63259259259257,354
11.3,M29NE,F,,11.3,F,15.200000000000045,36.78814814814814,548,34,-17.66666666666663,32.42666666666673,164,36,31.93333333333328,17.82518518518509,258,34,51.66666666666663,29.961481481481542,262,40,8.266666666666652,160.14222222222224,304
11.4,L13,L,,11.4,L,6.333333333333371,16.1185185185185,240,46,-2.1333333333333258,95.19407407407402,386,32,-29.73333333333335,115.86370370370378,226,34,1.7333333333333485,163.36592592592592,620,32,-23.399999999999977,131.8874074074074,144
12.1,L30,L,,12.1,L,23.93333333333328,-30.625185185185103,400,32,-1.1333333333333258,23.703703703703695,462,46,37.60000000000002,-6.447407407407354,160,34,8.06666666666672,-12.98962962962969,508,40,24.799999999999955,132.93037037037038,296
14.2,L35,L,,14.2,L,85.20000000000005,-0.09481481481481069,290,28,11.399999999999977,18.299259259259202,298,36,35.73333333333335,97.4696296296296,296,24,-12.666666666666629,107.04592592592587,300,38,44.5333333333333,97.4696296296296,548
15.3,L19,L,,15.3,L,34.66666666666663,7.111111111111086,360,50,-0.533333333333303,76.98962962962969,466,28,17.533333333333303,115.2948148148148,320,34,-14.533333333333303,92.44444444444446,302,36,36.06666666666672,108.46814814814809,348
16.3,L31,L,,16.3,L,36.26666666666665,33.37481481481484,222,34,-2.8666666666666742,95.762962962963,338,34,9.799999999999955,180.05333333333328,488,36,47.39999999999998,133.12,174,38,-1.7999999999999545,126.29333333333341,256
17.2,L01,L,,17.2,L,20.66666666666663,97.18518518518522,228,44,-12.866666666666674,41.81333333333339,206,34,14.866666666666674,56.888888888888914,326,26,23.66666666666663,97.4696296296296,718,30,119.13333333333333,30.340740740740785,350
2.2,L03,L,,2.2,L,14.799999999999955,22.091851851851857,362,20,24.466666666666697,64.85333333333335,1470,38,113.06666666666672,-14.601481481481471,260,34,81.4666666666667,13.084444444444443,206,42,7.466666666666697,148.19555555555553,254
20.1,M13NE,F,,20.1,F,2.2000000000000455,-54.708148148148155,230,34,28.200000000000045,-25.125925925925912,454,30,44.866666666666674,-17.730370370370395,998,32,21.0,-11.567407407407472,178,32,45.06666666666672,-15.075555555555525,184
20.4,L15,L,,20.4,L,17.0,61.8192592592593,540,30,7.7999999999999545,146.96296296296293,300,26,3.6000000000000227,200.15407407407406,226,46,-7.600000000000023,82.67851851851856,244,34,14.06666666666672,114.34666666666669,270
21.4,L07,L,,21.4,L,-11.333333333333371,7.585185185185196,244,44,19.399999999999977,78.31703703703704,320,24,-8.799999999999955,149.04888888888888,290,38,40.200000000000045,165.26222222222214,198,38,104.79999999999995,133.97333333333324,184
22.0,L06,L,,22.0,L,-35.73333333333335,-19.0577777777778,240,716,-22.200000000000045,-12.23111111111109,564,38,23.200000000000045,10.998518518518495,436,50,-29.06666666666672,100.59851851851852,194,26,-26.66666666666663,138.42962962962963,204
3.1,L34,L,,3.1,L,-8.799999999999955,11.851851851851848,194,38,25.200000000000045,90.26370370370375,216,34,-7.399999999999977,118.51851851851848,366,48,26.0,-42.761481481481496,258,38,-0.33333333333337123,44.657777777777824,362
3.3,L36,L,,3.3,L,22.533333333333303,-17.635555555555584,342,30,8.200000000000045,77.27407407407406,1090,40,69.39999999999998,111.02814814814815,224,26,18.66666666666663,149.90222222222224,512,26,-18.26666666666665,166.02074074074073,196
5.0,L18,L,,5.0,L,39.799999999999955,-38.68444444444435,368,34,-6.133333333333326,0.09481481481486753,260,36,41.93333333333328,5.025185185185137,400,36,-0.6000000000000227,-17.351111111111095,358,38,55.33333333333337,10.240000000000009,632
6.1,F31NE,F,,6.1,F,9.200000000000045,25.979259259259265,328,34,33.66666666666663,23.89333333333343,962,34,-4.0,30.530370370370406,128,44,40.73333333333335,26.168888888888887,426,30,18.26666666666665,105.71851851851852,280
8.0,F28NE,F,,8.0,F,8.399999999999977,-49.20888888888885,192,36,47.200000000000045,-28.34962962962959,194,34,8.533333333333303,18.014814814814827,218,36,38.4666666666667,-2.654814814814756,318,30,56.0,-13.653333333333308,572
8.3,L05,L,,8.3,L,7.399999999999977,45.03703703703707,574,32,-12.733333333333348,81.82518518518509,354,38,21.600000000000023,94.72000000000003,290,34,-10.733333333333348,133.02518518518514,556,36,21.200000000000045,166.5896296296297,196
9.2,L09,L,,9.2,L,8.333333333333371,55.087407407407454,344,34,-21.06666666666672,42.0029629629629,222,36,23.26666666666665,34.98666666666668,264,32,-1.7999999999999545,43.14074074074074,456,34,32.799999999999955,81.16148148148147,232
