0.0,M29AN,F
0.1,L18,L
0.2,H09,H
0.3,L13,L
0.4,H12,H
1.0,L22,L
1.1,H15,H
1.2,F16HA,F
1.3,H40,H
1.4,F31AN,F
2.0,H13,H
2.1,M13NE,F
2.2,L03,L
2.3,F05AN,F
2.4,L27,L
3.0,M23HA,F
3.1,H22,H
3.2,L07,L
3.3,F31NE,F
3.4,L01,L
4.0,L21,L
4.1,M13SA,F
4.2,H16,H
4.3,M13AN,F
4.4,L19,L
5.0,L32,L
5.1,F31HA,F
5.2,H10,H
5.3,L25,L
5.4,H04,H
6.0,M10SA,F
6.1,H01,H
6.2,L20,L
6.3,F16AN,F
6.4,L33,L
7.0,L05,L
7.1,M23NE,F
7.2,H33,H
7.3,M13DI,F
7.4,H06,H
8.0,L34,L
8.1,M23AN,F
8.2,H24,H
8.3,L36,L
8.4,H11,H
9.0,L10,L
9.1,H23,H
9.2,M10NE,F
9.3,F28AN,F
9.4,H28,H
10.0,H36,H
10.1,L15,L
10.2,F28DI,F
10.3,L37,L
10.4,H02,H
11.0,H26,H
11.1,F05SA,F
11.2,L23,L
11.3,F05NE,F
11.4,H27,H
12.0,L17,L
12.1,M29HA,F
12.2,H08,H
12.3,L12,L
12.4,H38,H
13.0,M29NE,F
13.1,L30,L
13.2,H31,H
13.3,M13HA,F
13.4,L09,L
14.0,H03,H
14.1,L04,L
14.2,F16SA,F
14.3,M29SA,F
14.4,L16,L
15.0,L28,L
15.1,H07,H
15.2,F31DI,F
15.3,M10DI,F
15.4,H25,H
16.0,F16DI,F
16.1,H17,H
16.2,L08,L
16.3,M10HA,F
16.4,H35,H
17.0,M23SA,F
17.1,H34,H
17.2,L02,L
17.3,H30,H
17.4,L38,L
18.0,H19,H
18.1,L26,L
18.2,M10AN,F
18.3,L06,L
18.4,F28HA,F
19.0,L39,L
19.1,F05HA,F
19.2,H18,H
19.3,L35,L
19.4,H29,H
20.0,M29DI,F
20.1,H20,H
20.2,L11,L
20.3,M23DI,F
20.4,H39,H
21.0,L29,L
21.1,H32,H
21.2,F28SA,F
21.3,L24,L
21.4,F28NE,F
22.0,L14,L
22.1,H05,H
22.2,F31SA,F
22.3,H14,H
22.4,F05DI,F
23.0,H37,H
23.1,L31,L
23.2,F16NE,F
23.3,H21,H
23.4,L40,L
