0.0,H30,H
0.1,M13SA,F
0.2,L34,L
0.3,H23,H
0.4,L11,L
1.0,F16HA,F
1.1,H28,H
1.2,L01,L
1.3,M13DI,F
1.4,H10,H
2.0,M13AN,F
2.1,L02,L
2.2,H05,H
2.3,F28SA,F
2.4,L18,L
3.0,H27,H
3.1,F16AN,F
3.2,L32,L
3.3,H35,H
3.4,M23DI,F
4.0,M10NE,F
4.1,L21,L
4.2,H04,H
4.3,L33,L
4.4,H08,H
5.0,H31,H
5.1,L08,L
5.2,F16SA,F
5.3,H09,H
5.4,L20,L
6.0,L31,L
6.1,H13,H
6.2,M13HA,F
6.3,H29,H
6.4,L35,L
7.0,L40,L
7.1,M13NE,F
7.2,H26,H
7.3,L26,L
7.4,H32,H
8.0,L07,L
8.1,F05NE,F
8.2,H21,H
8.3,F31SA,F
8.4,H34,H
9.0,H24,H
9.1,F31DI,F
9.2,L29,L
9.3,H06,H
9.4,L09,L
10.0,M10HA,F
10.1,L10,L
10.2,H19,H
10.3,F31AN,F
10.4,L15,L
11.0,M23HA,F
11.1,L24,L
11.2,H36,H
11.3,L30,L
11.4,H14,H
12.0,F05SA,F
12.1,L27,L
12.2,H37,H
12.3,L12,L
12.4,F31HA,F
13.0,H39,H
13.1,M23SA,F
13.2,L36,L
13.3,F05DI,F
13.4,H16,H
14.0,L39,L
14.1,M10DI,F
14.2,H11,H
14.3,L03,L
14.4,M10SA,F
15.0,H15,H
15.1,M23AN,F
15.2,L38,L
15.3,M29HA,F
15.4,L23,L
16.0,L05,L
16.1,H02,H
16.2,F31NE,F
16.3,H01,H
16.4,M29NE,F
17.0,M23NE,F
17.1,H12,H
17.2,L22,L
17.3,F16NE,F
17.4,H22,H
18.0,H18,H
18.1,L17,L
18.2,F28NE,F
18.3,L19,L
18.4,F16DI,F
19.0,H33,H
19.1,L04,L
19.2,M29DI,F
19.3,L28,L
19.4,M10AN,F
20.0,M29SA,F
20.1,H20,H
20.2,L16,L
20.3,H03,H
20.4,L13,L
21.0,M29AN,F
21.1,H38,H
21.2,L14,L
21.3,F28AN,F
21.4,H07,H
22.0,L25,L
22.1,H40,H
22.2,F05HA,F
22.3,L37,L
22.4,F05AN,F
23.0,F28DI,F
23.1,H25,H
23.2,L06,L
23.3,H17,H
23.4,F28HA,F
