0.0,H18,H
0.1,L20,L
0.2,F05AN,F
0.3,H23,H
0.4,L08,L
1.0,F16NE,F
1.1,L40,L
1.2,H21,H
1.3,F05NE,F
1.4,H40,H
2.0,H36,H
2.1,L05,L
2.2,M23DI,F
2.3,L07,L
2.4,M13NE,F
3.0,M13AN,F
3.1,H14,H
3.2,L24,L
3.3,H26,H
3.4,L27,L
4.0,L10,L
4.1,F31AN,F
4.2,H38,H
4.3,F05SA,F
4.4,H17,H
5.0,L25,L
5.1,M10AN,F
5.2,H16,H
5.3,M29HA,F
5.4,H27,H
6.0,H39,H
6.1,L38,L
6.2,F31HA,F
6.3,M10DI,F
6.4,H03,H
7.0,H19,H
7.1,M10SA,F
7.2,L02,L
7.3,F28SA,F
7.4,L13,L
8.0,M29AN,F
8.1,L31,L
8.2,H07,H
8.3,L39,L
8.4,H12,H
9.0,F05HA,F
9.1,H10,H
9.2,L34,L
9.3,M23NE,F
9.4,L09,L
10.0,M13DI,F
10.1,H30,H
10.2,L23,L
10.3,M10NE,F
10.4,L16,L
11.0,H02,H
11.1,L17,L
11.2,F31DI,F
11.3,H29,H
11.4,M13SA,F
12.0,L30,L
12.1,H11,H
12.2,F05DI,F
12.3,L19,L
12.4,F16SA,F
13.0,H22,H
13.1,L12,L
13.2,F31NE,F
13.3,H25,H
13.4,L37,L
14.0,M29NE,F
14.1,H20,H
14.2,L03,L
14.3,H15,H
14.4,L15,L
15.0,M10HA,F
15.1,H08,H
15.2,L06,L
15.3,H13,H
15.4,M13HA,F
16.0,H31,H
16.1,L21,L
16.2,M23AN,F
16.3,F28DI,F
16.4,L32,L
17.0,L01,L
17.1,F28AN,F
17.2,H09,H
17.3,F28NE,F
17.4,L36,L
18.0,H06,H
18.1,M29DI,F
18.2,L22,L
18.3,F16DI,F
18.4,H04,H
19.0,L35,L
19.1,H01,H
19.2,M29SA,F
19.3,H37,H
19.4,L26,L
20.0,H24,H
20.1,L18,L
20.2,F16AN,F
20.3,H32,H
20.4,L33,L
21.0,L14,L
21.1,M23HA,F
21.2,H05,H
21.3,L29,L
21.4,F31SA,F
22.0,H35,H
22.1,L04,L
22.2,F16HA,F
22.3,L28,L
22.4,H33,H
23.0,H34,H
23.1,F28HA,F
23.2,L11,L
23.3,M23SA,F
23.4,H28,H
