0.1,L18,P001,0.1,L,-18.399999999999977,-8.53333333333336,234,24,-10.06666666666672,27.21185185185186,192,50,-97.20000000000005,-46.83851851851847,358,38,4.666666666666629,-35.36592592592581,352,28,4.666666666666629,72.15407407407406,372
0.3,L13,P001,0.3,L,6.7333333333333485,-39.822222222222194,136,30,-7.7333333333333485,79.45481481481477,388,32,-26.600000000000023,30.720000000000027,240,26,-8.0,35.36592592592592,244,24,-18.66666666666663,99.55555555555554,302
2.1,M13NE,P001,2.1,F,-27.600000000000023,-3.8874074074074088,198,20,-48.60000000000002,-15.644444444444446,126,124,13.799999999999955,-21.333333333333314,150,24,29.93333333333328,-2.560000000000059,266,30,-62.60000000000002,-7.016296296296275,380
2.2,L03,P001,2.2,L,-21.0,-21.712592592592557,190,28,-10.06666666666672,45.41629629629631,364,28,-7.600000000000023,-10.524444444444441,198,30,-10.866666666666674,117.94962962962961,316,50,-56.73333333333335,20.574814814814886,290
2.4,L27,P001,2.4,L,-18.799999999999955,-23.703703703703695,154,30,1.7333333333333485,42.19259259259263,204,50,-8.866666666666674,-121.07851851851854,122,42,-5.466666666666697,-202.33481481481482,354,40,8.333333333333371,-68.17185185185184,206
3.2,L07,P001,3.2,L,-7.866666666666674,15.739259259259256,154,28,-16.600000000000023,106.57185185185187,188,30,-72.26666666666665,153.60000000000002,234,32,-95.0,153.6948148148149,168,62,7.133333333333326,-79.07555555555552,200
3.3,F31NE,P001,3.3,F,20.33333333333337,-3.0340740740741126,122,412,36.5333333333333,8.343703703703682,266,52,-16.399999999999977,-130.4651851851852,246,44,-44.73333333333335,-6.25777777777779,188,28,29.200000000000045,3.4133333333332985,620
3.4,L01,P001,3.4,L,-36.5333333333333,38.77925925925922,310,50,4.2666666666666515,-59.16444444444443,322,26,9.866666666666674,22.18666666666661,152,28,92.0,70.54222222222222,310,58,-48.60000000000002,-0.8533333333332962,262
4.0,L21,P001,4.0,L,-23.66666666666663,131.50814814814817,204,50,-29.200000000000045,-6.25777777777779,172,28,-18.466666666666697,23.41925925925932,452,54,-40.4666666666667,-122.9748148148148,266,46,-11.866666666666674,-207.45481481481477,156
4.4,L19,P001,4.4,L,-35.39999999999998,-16.40296296296293,196,130,-18.66666666666663,23.98814814814807,246,56,-22.93333333333328,-182.89777777777778,392,58,4.399999999999977,30.90962962962965,184,34,-19.399999999999977,66.74962962962957,280
5.0,L32,P001,5.0,L,0.0,25.69481481481489,194,28,-8.866666666666674,89.31555555555565,298,120,-6.0,53.09629629629626,190,22,-16.799999999999955,17.82518518518509,160,44,-57.06666666666672,-57.36296296296297,212
5.3,L25,P001,5.3,L,-37.73333333333335,64.56888888888886,200,146,0.06666666666671972,-22.8503703703704,152,28,40.799999999999955,-15.928888888888821,308,32,-15.466666666666697,-154.73777777777775,340,56,-11.733333333333348,64.75851851851849,292
6.2,L20,P001,6.2,L,-30.26666666666665,40.485925925925926,222,24,-16.866666666666674,89.97925925925927,214,30,-80.86666666666667,49.58814814814809,274,38,20.06666666666672,9.95555555555552,262,30,-5.399999999999977,-24.74666666666667,190
6.4,L33,P001,6.4,L,-22.399999999999977,46.08000000000004,220,24,0.2666666666666515,103.3481481481482,290,52,2.8666666666666742,-78.12740740740736,460,46,-44.0,116.90666666666664,204,32,-27.799999999999955,209.63555555555558,254
7.0,L05,P001,7.0,L,-13.733333333333348,33.37481481481484,140,30,-1.8666666666666742,110.17481481481491,236,44,-10.0,16.402962962962874,118,52,11.600000000000023,-171.14074074074074,282,64,-5.399999999999977,164.31407407407403,232
7.1,M23NE,P001,7.1,F,10.06666666666672,18.299259259259202,126,26,-35.06666666666672,16.497777777777742,222,30,41.93333333333328,13.274074074074065,528,32,5.533333333333303,-94.90962962962965,324,16,-6.2000000000000455,-69.21481481481482,208
