0.0,M10NE,F
0.1,L12,L
0.2,H08,H
0.3,L08,L
0.4,H39,H
1.0,F31AN,F
1.1,L15,L
1.2,H05,H
1.3,M23SA,F
1.4,H26,H
2.0,L37,L
2.1,H15,H
2.2,F28AN,F
2.3,H22,H
2.4,L23,L
3.0,H25,H
3.1,L33,L
3.2,M13AN,F
3.3,H02,H
3.4,M29HA,F
4.0,H16,H
4.1,M29DI,F
4.2,L28,L
4.3,M13DI,F
4.4,L18,L
5.0,H28,H
5.1,L17,L
5.2,M23HA,F
5.3,L25,L
5.4,F28NE,F
6.0,F16SA,F
6.1,H17,H
6.2,L24,L
6.3,M10SA,F
6.4,L19,L
7.0,H29,H
7.1,L21,L
7.2,F31DI,F
7.3,H14,H
7.4,F05HA,F
8.0,L38,L
8.1,H38,H
8.2,M13NE,F
8.3,H19,H
8.4,L09,L
9.0,L11,L
9.1,F28HA,F
9.2,H37,H
9.3,L39,L
9.4,H30,H
10.0,L29,L
10.1,M23NE,F
10.2,H23,H
10.3,L06,L
10.4,H32,H
11.0,H40,H
11.1,M10AN,F
11.2,L20,L
11.3,H34,H
11.4,F16DI,F
12.0,L31,L
12.1,H11,H
12.2,F05NE,F
12.3,H03,H
12.4,M13HA,F
13.0,H01,H
13.1,F05DI,F
13.2,L34,L
13.3,H12,H
13.4,L04,L
14.0,H10,H
14.1,L27,L
14.2,F16AN,F
14.3,L40,L
14.4,F16HA,F
15.0,L22,L
15.1,M29SA,F
15.2,H18,H
15.3,L32,L
15.4,H36,H
16.0,M13SA,F
16.1,L01,L
16.2,H06,H
16.3,F16NE,F
16.4,L36,L
17.0,L13,L
17.1,M23AN,F
17.2,H13,H
17.3,F28DI,F
17.4,H33,H
18.0,L35,L
18.1,M23DI,F
18.2,H20,H
18.3,L05,L
18.4,F28SA,F
19.0,L30,L
19.1,H24,H
19.2,F31HA,F
19.3,H27,H
19.4,F31SA,F
20.0,M10HA,F
20.1,L07,L
20.2,H31,H
20.3,F31NE,F
20.4,L14,L
21.0,L10,L
21.1,H21,H
21.2,M10DI,F
21.3,L26,L
21.4,H04,H
22.0,L03,L
22.1,M29AN,F
22.2,H09,H
22.3,L02,L
22.4,M29NE,F
23.0,H07,H
23.1,F05AN,F
23.2,L16,L
23.3,H35,H
23.4,F05SA,F
