0.0,M10NE,F
0.1,H05,H
0.2,L28,L
0.3,M23HA,F
0.4,L10,L
1.0,L32,L
1.1,H07,H
1.2,F16HA,F
1.3,L14,L
1.4,H11,H
2.0,L40,L
2.1,H14,H
2.2,F16SA,F
2.3,L01,L
2.4,F05SA,F
3.0,H21,H
3.1,L08,L
3.2,M10HA,F
3.3,H36,H
3.4,L18,L
4.0,L02,L
4.1,H30,H
4.2,M29DI,F
4.3,H37,H
4.4,F28AN,F
5.0,F31DI,F
5.1,L38,L
5.2,H34,H
5.3,L17,L
5.4,H04,H
6.0,L35,L
6.1,F05DI,F
6.2,H28,H
6.3,F16NE,F
6.4,H18,H
7.0,H38,H
7.1,L11,L
7.2,M23DI,F
7.3,L25,L
7.4,H16,H
8.0,H01,H
8.1,L07,L
8.2,M13DI,F
8.3,L06,L
8.4,M13SA,F
9.0,L36,L
9.1,M13NE,F
9.2,H06,H
9.3,M23AN,F
9.4,H17,H
10.0,F05HA,F
10.1,L09,L
10.2,H22,H
10.3,L20,L
10.4,M29NE,F
11.0,H09,H
11.1,L24,L
11.2,F31HA,F
11.3,H31,H
11.4,F05AN,F
12.0,M23SA,F
12.1,L12,L
12.2,H39,H
12.3,L04,L
12.4,H20,H
13.0,F05NE,F
13.1,H13,H
13.2,L13,L
13.3,M10SA,F
13.4,L33,L
14.0,M23NE,F
14.1,L27,L
14.2,H25,H
14.3,F31NE,F
14.4,H35,H
15.0,L15,L
15.1,M29SA,F
15.2,H26,H
15.3,F28HA,F
15.4,H02,H
16.0,F16DI,F
16.1,H27,H
16.2,L31,L
16.3,H19,H
16.4,F28NE,F
17.0,H15,H
17.1,M13AN,F
17.2,L39,L
17.3,H08,H
17.4,L03,L
18.0,L21,L
18.1,H29,H
18.2,M10DI,F
18.3,H23,H
18.4,F31AN,F
19.0,H24,H
19.1,F31SA,F
19.2,L26,L
19.3,M29AN,F
19.4,L22,L
20.0,F28DI,F
20.1,L29,L
20.2,H33,H
20.3,L34,L
20.4,H32,H
21.0,F16AN,F
21.1,H10,H
21.2,L16,L
21.3,M13HA,F
21.4,L23,L
22.0,F28SA,F
22.1,L05,L
22.2,H40,H
22.3,M10AN,F
22.4,L19,L
23.0,M29HA,F
23.1,L30,L
23.2,H12,H
23.3,L37,L
23.4,H03,H
