0.0,F28SA,F
0.1,H17,H
0.2,L14,L
0.3,F16HA,F
0.4,H40,H
1.0,H06,H
1.1,L01,L
1.2,F05NE,F
1.3,H29,H
1.4,M13AN,F
2.0,H36,H
2.1,F31NE,F
2.2,L29,L
2.3,H27,H
2.4,M13NE,F
3.0,H02,H
3.1,L10,L
3.2,F05DI,F
3.3,L03,L
3.4,M13SA,F
4.0,H21,H
4.1,L25,L
4.2,M23HA,F
4.3,F16SA,F
4.4,H37,H
5.0,H39,H
5.1,F28AN,F
5.2,L22,L
5.3,H24,H
5.4,L32,L
6.0,H15,H
6.1,L27,L
6.2,F05AN,F
6.3,H05,H
6.4,F05HA,F
7.0,F16NE,F
7.1,L24,L
7.2,H19,H
7.3,L02,L
7.4,H26,H
8.0,H22,H
8.1,L05,L
8.2,M23AN,F
8.3,H18,H
8.4,L12,L
9.0,M29SA,F
9.1,L18,L
9.2,H20,H
9.3,L36,L
9.4,H01,H
10.0,L16,L
10.1,M10NE,F
10.2,H09,H
10.3,M10SA,F
10.4,L06,L
11.0,L15,L
11.1,M23NE,F
11.2,H07,H
11.3,L30,L
11.4,H34,H
12.0,F31HA,F
12.1,L37,L
12.2,H38,H
12.3,L34,L
12.4,M23SA,F
13.0,F28HA,F
13.1,H25,H
13.2,L04,L
13.3,H31,H
13.4,L35,L
14.0,H04,H
14.1,L17,L
14.2,M10HA,F
14.3,H14,H
14.4,F31SA,F
15.0,H33,H
15.1,F31DI,F
15.2,L21,L
15.3,F28NE,F
15.4,L33,L
16.0,M13HA,F
16.1,L20,L
16.2,H23,H
16.3,M10AN,F
16.4,H10,H
17.0,H35,H
17.1,F16DI,F
17.2,L08,L
17.3,M29DI,F
17.4,L19,L
18.0,L11,L
18.1,H30,H
18.2,M29AN,F
18.3,L13,L
18.4,F05SA,F
19.0,H16,H
19.1,L28,L
19.2,M23DI,F
19.3,H13,H
19.4,M29HA,F
20.0,H11,H
20.1,L23,L
20.2,M10DI,F
20.3,L07,L
20.4,H28,H
21.0,L09,L
21.1,H08,H
21.2,M13DI,F
21.3,L40,L
21.4,H03,H
22.0,L31,L
22.1,H32,H
22.2,F31AN,F
22.3,L39,L
22.4,F16AN,F
23.0,M29NE,F
23.1,H12,H
23.2,L26,L
23.3,F28DI,F
23.4,L38,L
