0.0,F05SA,F
0.1,L07,L
0.2,H10,H
0.3,L29,L
0.4,H11,H
1.0,F16AN,F
1.1,H26,H
1.2,L01,L
1.3,F16DI,F
1.4,H36,H
2.0,M23HA,F
2.1,L32,L
2.2,H39,H
2.3,F31DI,F
2.4,L16,L
3.0,L03,L
3.1,M29NE,F
3.2,H13,H
3.3,M13SA,F
3.4,H38,H
4.0,M13DI,F
4.1,H12,H
4.2,L06,L
4.3,H33,H
4.4,L26,L
5.0,H14,H
5.1,L23,L
5.2,M23SA,F
5.3,L04,L
5.4,F31SA,F
6.0,M29SA,F
6.1,L18,L
6.2,H35,H
6.3,F05AN,F
6.4,L22,L
7.0,M10HA,F
7.1,H06,H
7.2,L02,L
7.3,M13AN,F
7.4,L28,L
8.0,M10SA,F
8.1,H32,H
8.2,L19,L
8.3,M10DI,F
8.4,L24,L
9.0,L34,L
9.1,F05NE,F
9.2,H29,H
9.3,L37,L
9.4,H37,H
10.0,H30,H
10.1,L31,L
10.2,M23DI,F
10.3,H17,H
10.4,F31NE,F
11.0,M29DI,F
11.1,L13,L
11.2,H07,H
11.3,L17,L
11.4,M13HA,F
12.0,H20,H
12.1,L09,L
12.2,F28HA,F
12.3,M23NE,F
12.4,H09,H
13.0,H05,H
13.1,L21,L
13.2,F31HA,F
13.3,M13NE,F
13.4,H08,H
14.0,L40,L
14.1,H04,H
14.2,F16NE,F
14.3,L20,L
14.4,H31,H
15.0,L38,L
15.1,F16HA,F
15.2,H19,H
15.3,F28NE,F
15.4,H16,H
16.0,M29AN,F
16.1,H23,H
16.2,L25,L
16.3,H02,H
16.4,L33,L
17.0,H25,H
17.1,M10AN,F
17.2,L14,L
17.3,M23AN,F
17.4,L39,L
18.0,F05HA,F
18.1,L15,L
18.2,H03,H
18.3,F28DI,F
18.4,H34,H
19.0,H24,H
19.1,F31AN,F
19.2,L08,L
19.3,H28,H
19.4,L05,L
20.0,L30,L
20.1,M10NE,F
20.2,H21,H
20.3,L35,L
20.4,H40,H
21.0,L11,L
21.1,H18,H
21.2,F28AN,F
21.3,H22,H
21.4,L36,L
22.0,F05DI,F
22.1,H01,H
22.2,L10,L
22.3,F28SA,F
22.4,L12,L
23.0,H15,H
23.1,L27,L
23.2,M29HA,F
23.3,F16SA,F
23.4,H27,H
