0.1,L20,L,P009,0.1,L,35.06666666666672,17.44592592592585,252,22,-4.2000000000000455,51.76888888888891,246,32,-80.26666666666665,8.059259259259306,232,44,6.666666666666629,186.31111111111113,200,20,9.866666666666674,242.25185185185182,236
0.4,L08,L,P009,0.4,L,99.39999999999998,4.551111111111027,208,46,5.666666666666629,133.78370370370374,250,24,9.600000000000023,215.7037037037037,430,58,-40.73333333333335,-19.531851851851854,274,26,16.866666666666674,-15.644444444444446,476
1.0,F16NE,F,P009,1.0,F,9.733333333333348,1.6118518518518385,384,16,20.06666666666672,-29.202962962962886,250,18,34.5333333333333,2.27555555555557,208,10,41.66666666666663,6.542222222222222,246,30,-31.93333333333328,14.980740740740657,550
1.1,L40,L,P009,1.1,L,4.133333333333326,45.60592592592593,816,20,24.0,-8.62814814814817,250,28,4.533333333333303,-141.84296296296299,272,16,7.7999999999999545,-173.037037037037,408,54,25.33333333333337,175.02814814814815,212
1.3,F05NE,F,P009,1.3,F,56.799999999999955,35.55555555555554,282,26,-7.06666666666672,11.567407407407472,356,24,38.39999999999998,19.342222222222176,390,24,21.33333333333337,-50.251851851851825,256,20,45.133333333333326,-60.87111111111108,246
10.2,L23,L,P009,10.2,L,-40.39999999999998,33.56444444444446,304,26,12.333333333333371,88.46222222222218,514,48,-7.466666666666697,-192.66370370370373,484,54,-2.466666666666697,141.6533333333333,530,22,36.66666666666663,99.74518518518528,308
10.3,M10NE,F,P009,10.3,F,-28.600000000000023,2.085925925925949,572,26,-4.866666666666674,-78.12740740740736,356,28,-3.6000000000000227,25.600000000000023,250,24,33.4666666666667,31.004444444444516,476,36,-18.73333333333335,-4.8355555555555725,510
10.4,L16,L,P009,10.4,L,11.399999999999977,-25.979259259259265,294,52,-14.799999999999955,195.50814814814817,178,26,-11.06666666666672,276.7644444444444,310,50,-26.06666666666672,-10.998518518518551,738,22,8.06666666666672,27.02222222222224,400
11.1,L17,L,P009,11.1,L,27.799999999999955,-27.11703703703705,238,22,-20.799999999999955,5.214814814814758,280,44,-11.200000000000045,224.33185185185187,382,44,12.93333333333328,40.01185185185193,686,24,-15.06666666666672,81.63555555555558,564
12.0,L30,L,P009,12.0,L,26.799999999999955,-154.8325925925925,278,50,-43.39999999999998,86.75555555555559,384,28,8.133333333333326,-31.57333333333321,374,46,-68.06666666666672,140.13629629629622,170,12,-80.06666666666672,133.02518518518514,664
12.3,L19,L,P009,12.3,L,6.7333333333333485,5.594074074074001,460,22,18.26666666666665,38.87407407407409,218,26,2.6666666666666288,152.46222222222218,460,38,25.200000000000045,26.07407407407402,424,20,70.86666666666667,38.68444444444435,342
13.1,L12,L,P009,13.1,L,-32.26666666666665,-9.671111111111145,292,46,9.799999999999955,189.72444444444443,294,36,14.333333333333371,41.43407407407415,502,48,-16.600000000000023,-202.42962962962963,400,62,-11.399999999999977,140.4207407407407,232
13.2,F31NE,F,P009,13.2,F,16.533333333333303,14.03259259259255,272,32,-5.7999999999999545,-103.34814814814814,370,40,-3.8666666666666742,44.27851851851858,580,22,-2.1333333333333258,-16.40296296296293,238,30,-1.2666666666666515,-118.70814814814815,276
13.4,L37,L,P009,13.4,L,36.66666666666663,-1.9911111111111381,234,14,35.133333333333326,20.480000000000018,234,34,149.60000000000002,40.485925925925926,214,48,-80.86666666666667,168.77037037037042,326,28,-149.2,114.44148148148156,416
14.0,M29NE,F,P009,14.0,F,21.26666666666665,-30.151111111110993,304,26,-5.866666666666674,-93.01333333333338,196,28,-8.0,14.03259259259255,616,28,44.39999999999998,-34.22814814814819,260,24,5.133333333333326,-102.30518518518517,282
