subj,tr_id,tr_type,x1,y1,dur1,gap1,x2,y2,dur2,gap2,x3,y3,dur3,gap3,x4,y4,dur4,gap4,x5,y5,dur5
P007,12.4,F,20.600000000000023,14.696296296296282,190,32,-38.06666666666672,17.351111111111095,480,30,32.33333333333337,16.213333333333367,276,26,-6.2000000000000455,8.343703703703682,764,10,-0.7333333333333485,6.162962962962979,256
P007,13.0,H,-27.26666666666665,56.69925925925918,206,48,4.399999999999977,-35.934814814814786,392,36,-87.86666666666667,30.62518518518516,274,50,-62.200000000000045,164.69333333333338,232,52,-69.0,29.961481481481542,148
P007,13.1,F,-8.600000000000023,-3.1288888888888664,210,28,31.200000000000045,1.2325925925925958,202,42,-25.06666666666672,3.60296296296292,252,26,8.93333333333328,-5.4992592592591905,508,20,34.5333333333333,-3.0340740740741126,204
P007,13.2,L,4.7333333333333485,101.54666666666674,262,50,11.06666666666672,-15.36000000000007,414,50,-49.60000000000002,43.425185185185114,310,26,-0.7999999999999545,21.522962962962993,616,20,27.33333333333337,34.607407407407436,382
P007,13.3,F,-12.866666666666674,-64.56888888888892,172,26,-15.0,4.07703703703703,192,46,-3.1333333333333258,-116.71703703703707,300,40,18.06666666666672,-46.174814814814795,284,26,20.33333333333337,0.5688888888888641,252
P007,14.1,F,-22.93333333333328,-1.5170370370370847,438,14,-15.666666666666629,-18.67851851851856,232,22,-41.06666666666672,-6.25777777777779,280,26,6.333333333333371,-5.688888888888869,520,22,33.799999999999955,1.137777777777842,258
P007,14.2,H,10.466666666666697,60.20740740740746,232,54,-92.5333333333333,-5.4044444444444935,204,28,-69.5333333333333,55.65629629629632,220,50,-2.466666666666697,53.38074074074075,216,28,1.2000000000000455,100.69333333333338,488
P007,14.3,L,-0.39999999999997726,67.50814814814817,252,52,10.399999999999977,-50.725925925925935,318,56,32.200000000000045,80.59259259259261,236,26,47.66666666666663,113.01925925925934,554,24,12.799999999999955,134.73185185185184,450
P007,14.4,F,-12.06666666666672,-119.46666666666664,114,56,-29.26666666666665,11.377777777777737,240,28,28.06666666666672,10.524444444444498,230,16,45.93333333333328,5.783703703703736,336,52,-25.200000000000045,2.1807407407407027,402
P007,15.1,F,-29.533333333333303,12.7051851851852,238,38,31.200000000000045,16.78222222222223,398,22,39.5333333333333,23.703703703703695,318,34,1.2666666666666515,8.059259259259306,338,36,17.06666666666672,37.357037037037,162
P007,15.2,L,51.5333333333333,-42.57185185185182,236,44,-21.399999999999977,-8.05925925925925,442,26,6.399999999999977,-27.496296296296293,366,38,-17.0,-35.55555555555554,284,28,22.73333333333335,-56.13037037037037,276
P007,15.3,F,-44.33333333333337,-9.576296296296334,252,32,27.533333333333303,12.610370370370333,264,28,-38.799999999999955,10.998518518518495,340,28,29.533333333333303,14.980740740740657,288,42,-35.60000000000002,3.60296296296292,260
P007,15.4,L,22.799999999999955,31.28888888888889,208,24,-1.9333333333332803,46.74370370370366,528,26,34.799999999999955,38.77925925925922,316,34,-17.466666666666697,22.94518518518521,400,18,-4.7999999999999545,12.7051851851852,426
P007,16.0,L,8.600000000000023,-135.68,102,60,1.466666666666697,90.26370370370375,282,24,27.33333333333337,67.60296296296292,194,36,1.533333333333303,46.364444444444416,366,20,7.7999999999999545,8.15407407407406,1308
P007,16.1,H,-70.60000000000002,-23.41925925925932,128,56,36.26666666666665,-83.15259259259255,204,92,37.66666666666663,115.01037037037031,512,26,17.799999999999955,203.28296296296298,324,48,29.26666666666665,107.7096296296296,134
P007,16.2,F,-14.600000000000023,-117.75999999999999,110,48,-13.399999999999977,6.162962962962979,180,30,26.66666666666663,12.610370370370333,198,12,38.133333333333326,8.817777777777678,264,28,-26.200000000000045,8.533333333333303,392
P007,16.3,H,15.866666666666674,46.838518518518526,110,40,57.73333333333335,136.62814814814817,186,30,-2.1333333333333258,162.32296296296306,318,22,-46.866666666666674,173.51111111111106,264,58,-0.8666666666666742,-30.814814814814838,274
P007,16.4,F,-10.93333333333328,16.971851851851852,256,26,37.133333333333326,1.6118518518518385,506,24,-1.9333333333332803,-2.654814814814756,344,42,60.133333333333326,3.8874074074074088,498,52,-8.533333333333303,1.6118518518518385,268
P007,17.0,F,-0.466666666666697,-81.25629629629628,110,42,-24.26666666666665,22.94518518518521,260,30,38.799999999999955,15.644444444444389,364,46,-17.866666666666674,6.447407407407354,350,30,38.66666666666663,8.43851851851855,350
P007,17.1,H,-45.4666666666667,58.59555555555551,174,58,42.39999999999998,-18.868148148148123,294,24,47.93333333333328,-6.447407407407354,112,48,-37.73333333333335,-28.159999999999968,142,34,47.06666666666672,12.420740740740712,194
P007,17.2,L,-4.666666666666629,-123.3540740740741,108,56,3.9333333333332803,60.491851851851834,358,24,47.0,71.86962962962957,322,54,9.466666666666697,9.576296296296277,254,52,-46.33333333333337,-108.9422222222222,400
P007,17.3,F,-21.600000000000023,4.171851851851784,210,30,41.5333333333333,-5.4992592592591905,248,16,55.33333333333337,-2.4651851851851916,172,54,-36.133333333333326,3.4133333333332985,410,32,52.60000000000002,-9.291851851851789,280
P007,17.4,H,-32.133333333333326,78.60148148148141,222,32,4.7333333333333485,55.65629629629632,280,26,31.133333333333326,78.60148148148141,300,28,9.266666666666652,46.74370370370366,380,24,5.399999999999977,105.71851851851852,186
P007,18.0,H,-25.533333333333303,28.63407407407408,178,40,12.93333333333328,18.109629629629694,244,24,5.133333333333326,55.4666666666667,200,26,8.200000000000045,-4.551111111111084,300,38,60.33333333333337,0.09481481481486753,266
P007,18.1,L,-13.93333333333328,63.81037037037038,208,28,37.66666666666663,2.1807407407407027,420,24,-2.7999999999999545,1.0429629629629744,532,20,19.26666666666665,-6.447407407407354,284,22,3.2000000000000455,-7.680000000000007,1102
